Agency_name,Park_name,Entrance,Date_year,Timeslot,Scheduled_count,Scheduled_date,Start_time,Date,Half_of_summer,Date_object,Day_type,Total_days_by_type,Park_id,Agency_id,Usage_class,ppb_multiplier,ppv_multiplier,Expansion_factor,Expanded_total,Year,Visitor Category,Visitors
Carver County,Minnesota River Bluffs Regional Trail,8,July-2-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-02,1,2018-07-02,Weekday,68,113,3,High,0,0,18,4896,2018,Buses,0
Carver County,Southwest Regional Trail,2,July-2-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-02,1,2018-07-02,Weekday,68,116,3,High,1,1,9,9180,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,1,July-7-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,113,3,Medium,0,0,12,4752,2018,Buses,0
Carver County,Southwest Regional Trail,4,July-7-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,116,3,Low,1,1,15,495,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,July-7-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,13,3,High,59.42,2.99,4,14603.160000000002,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,July-8-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,13,3,High,59.42,2.99,4,24075.480000000003,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,July-11-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-11,1,2018-07-11,Weekday,68,13,3,High,59.42,2.99,4,21958.56,2018,Buses,0
Carver County,Baylor Regional Park,1,July-7-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-07,1,2018-07-07,Weekend_holiday,33,12,3,High,59.42,2.99,4,3157.44,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,July-7-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,14,3,High,59.42,2.99,4,25128.84,2018,Buses,0
Carver County,Dakota Rail Regional Trail,8,June-5-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-05,1,2018-06-05,Weekday,68,104,3,High,0,0,30,48960,2018,Buses,0
Carver County,Southwest Regional Trail,2,May-29-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-05-29,1,2018-05-29,Weekday,68,116,3,Low,1,1,15,23460,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,2,May-29-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-05-29,1,2018-05-29,Weekday,68,113,3,Medium,0,0,12,1632,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,June-21-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-21,1,2018-06-21,Weekday,68,13,3,Medium,59.42,2.99,2,15045.680000000002,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,1,July-15-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,113,3,High,0,0,18,5940,2018,Buses,0
Carver County,Southwest Regional Trail,2,July-15-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,116,3,High,1,1,9,8019,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,July-28-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,13,3,High,59.42,2.99,4,26048.88,2018,Buses,0
Carver County,Southwest Regional Trail,1,August-10-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-10,2,2018-08-10,Weekday,68,116,3,High,1,1,9,4896,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,2,August-10-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-10,2,2018-08-10,Weekday,68,113,3,High,0,0,18,14688,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,August-10-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-10,2,2018-08-10,Weekday,68,13,3,Medium,59.42,2.99,2,17892.16,2018,Buses,0
Carver County,Southwest Regional Trail,4,August-9-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-09,2,2018-08-09,Weekday,68,116,3,Low,1,1,15,2040,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,3,August-9-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-09,2,2018-08-09,Weekday,68,113,3,Medium,0,0,12,1632,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,2,August-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,113,3,Medium,0,0,12,792,2018,Buses,0
Carver County,Southwest Regional Trail,1,August-4-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,116,3,High,1,1,9,2079,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,8,August-1-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-01,2,2018-08-01,Weekday,68,113,3,High,0,0,18,2448,2018,Buses,0
Carver County,Southwest Regional Trail,1,August-1-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-01,2,2018-08-01,Weekday,68,116,3,High,1,1,9,2448,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,August-31-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-31,2,2018-08-31,Weekday,68,13,3,High,59.42,2.99,4,19518.72,2018,Buses,0
Carver County,Baylor Regional Park,1,August-29-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-29,2,2018-08-29,Weekday,68,12,3,Medium,59.42,2.99,2,2305.2000000000003,2018,Buses,0
Carver County,Southwest Regional Trail,1,September-1-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-09-01,2,2018-09-01,Weekend_holiday,33,116,3,High,1,1,9,4752,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,6,September-1-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-09-01,2,2018-09-01,Weekend_holiday,33,113,3,High,0,0,18,5940,2018,Buses,0
Carver County,Southwest Regional Trail,2,September-3-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-09-03,2,2018-09-03,Weekend_holiday,33,116,3,High,1,1,9,10692,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,September-3-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-09-03,2,2018-09-03,Weekend_holiday,33,13,3,Medium,59.42,2.99,2,16971.24,2018,Buses,0
Carver County,Baylor Regional Park,1,August-30-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-30,2,2018-08-30,Weekday,68,12,3,Medium,59.42,2.99,2,2305.2000000000003,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,6,August-27-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-27,2,2018-08-27,Weekday,68,113,3,High,0,0,18,0,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,August-26-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,13,3,High,59.42,2.99,4,5280,2018,Buses,0
Carver County,Southwest Regional Trail,1,June-7-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-07,1,2018-06-07,Weekday,68,116,3,High,1,1,9,6120,2018,Buses,0
Carver County,Southwest Regional Trail,2,June-23-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,116,3,High,1,1,9,8910,2018,Buses,0
Carver County,Southwest Regional Trail,1,August-17-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-17,2,2018-08-17,Weekday,68,116,3,High,1,1,9,17136,2018,Buses,0
Carver County,Southwest Regional Trail,4,August-19-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,116,3,Low,1,1,15,23760,2018,Buses,0
Carver County,Southwest Regional Trail,1,September-1-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-09-01,2,2018-09-01,Weekend_holiday,33,116,3,High,1,1,9,10395,2018,Buses,0
Carver County,Southwest Regional Trail,2,September-3-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-09-03,2,2018-09-03,Weekend_holiday,33,116,3,High,1,1,9,5049,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,1,May-29-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-05-29,1,2018-05-29,Weekday,68,113,3,Medium,0,0,12,1632,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,1,June-3-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,113,3,Medium,0,0,12,8712,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,6,June-7-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-07,1,2018-06-07,Weekday,68,113,3,High,0,0,18,14688,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,1,August-17-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-17,2,2018-08-17,Weekday,68,113,3,Medium,0,0,12,28560,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,2,August-19-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,113,3,Medium,0,0,12,19404,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,8,September-1-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-09-01,2,2018-09-01,Weekend_holiday,33,113,3,High,0,0,18,20790,2018,Buses,0
Carver County,Minnesota River Bluffs Regional Trail,6,September-3-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-09-03,2,2018-09-03,Weekend_holiday,33,113,3,High,0,0,18,19008,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,June-2-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-02,1,2018-06-02,Weekend_holiday,33,14,3,High,59.42,2.99,4,394.68,2018,Buses,0
Carver County,Lake Waconia Regional Park,3,June-9-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,14,3,Low,59.42,2.99,6,0,2018,Buses,0
Carver County,Lake Waconia Regional Park,2,June-17-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-17,1,2018-06-17,Weekend_holiday,33,14,3,Medium,59.42,2.99,8,4224,2018,Buses,0
Carver County,Lake Waconia Regional Park,3,June-18-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-18,1,2018-06-18,Weekday,68,14,3,Low,59.42,2.99,6,0,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,June-21-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-21,1,2018-06-21,Weekday,68,14,3,High,59.42,2.99,4,10572.640000000001,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,June-27-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-27,1,2018-06-27,Weekday,68,14,3,High,59.42,2.99,4,17081.600000000002,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,June-29-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-29,1,2018-06-29,Weekday,68,14,3,Medium,59.42,2.99,8,60182.72000000001,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,July-3-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-03,1,2018-07-03,Weekday,68,14,3,High,59.42,2.99,4,4066.4,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,July-4-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,14,3,High,59.42,2.99,4,27627.600000000002,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,July-21-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,14,3,High,59.42,2.99,4,8682.960000000001,2018,Buses,0
Carver County,Lake Waconia Regional Park,2,July-22-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-22,2,2018-07-22,Weekend_holiday,33,14,3,Medium,59.42,2.99,8,7920,2018,Buses,0
Carver County,Lake Waconia Regional Park,3,July-23-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-23,2,2018-07-23,Weekday,68,14,3,Low,59.42,2.99,6,0,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,July-26-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-26,2,2018-07-26,Weekday,68,14,3,Medium,59.42,2.99,8,13556.480000000001,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,August-8-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-08,2,2018-08-08,Weekday,68,14,3,High,59.42,2.99,4,21145.280000000002,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,August-12-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,14,3,High,59.42,2.99,4,5525.5199999999995,2018,Buses,0
Carver County,Lake Waconia Regional Park,1,August-19-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,14,3,High,59.42,2.99,4,3552.1200000000003,2018,Buses,0
Carver County,Lake Waconia Regional Park,3,August-26-2018,4:00-6:00 PM,No,August 14. 4-6pm,04:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,14,3,Low,59.42,2.99,6,0,2018,Buses,0
Carver County,Baylor Regional Park,1,May-28-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-05-28,1,2018-05-28,Weekend_holiday,33,12,3,High,59.42,2.99,4,5130.84,2018,Buses,0
Carver County,Baylor Regional Park,1,June-14-2018,10:00-12:00 PM,No,June 7. 10-12pm,10:00 AM,2018-06-14,1,2018-06-14,Weekday,68,12,3,High,59.42,2.99,4,21145.280000000002,2018,Buses,0
Carver County,Baylor Regional Park,1,June-15-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-15,1,2018-06-15,Weekday,68,12,3,High,59.42,2.99,4,1626.5600000000002,2018,Buses,0
Carver County,Baylor Regional Park,1,June-17-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,12,3,High,59.42,2.99,4,1316.0400000000002,2018,Buses,0
Carver County,Baylor Regional Park,1,June-26-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-26,1,2018-06-26,Weekday,68,12,3,Medium,59.42,2.99,2,2846.48,2018,Buses,0
Carver County,Baylor Regional Park,1,July-5-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-05,1,2018-07-05,Weekday,68,12,3,High,59.42,2.99,4,32261.920000000006,2018,Buses,0
Carver County,Baylor Regional Park,1,July-15-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,12,3,Medium,59.42,2.99,2,394.68,2018,Buses,0
Carver County,Baylor Regional Park,1,July-24-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-24,2,2018-07-24,Weekday,68,12,3,Medium,59.42,2.99,2,1626.5600000000002,2018,Buses,0
Carver County,Baylor Regional Park,1,July-25-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-25,2,2018-07-25,Weekday,68,12,3,High,59.42,2.99,4,1626.5600000000002,2018,Buses,0
Carver County,Baylor Regional Park,1,July-29-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,12,3,High,59.42,2.99,4,394.68,2018,Buses,0
Carver County,Baylor Regional Park,1,August-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,12,3,High,59.42,2.99,4,3157.44,2018,Buses,0
Carver County,Baylor Regional Park,1,August-5-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-05,2,2018-08-05,Weekend_holiday,33,12,3,High,59.42,2.99,4,1184.0400000000002,2018,Buses,0
Carver County,Baylor Regional Park,1,August-15-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-15,2,2018-08-15,Weekday,68,12,3,High,59.42,2.99,4,7319.520000000001,2018,Buses,0
Carver County,Baylor Regional Park,1,August-22-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-22,2,2018-08-22,Weekday,68,12,3,Medium,59.42,2.99,2,3253.1200000000003,2018,Buses,0
Carver County,Baylor Regional Park,1,August-26-2018,8:00-10:00 AM,No,August 19. 8-10am,08:00 AM,2018-08-26,2,2018-08-26,Weekend_holiday,33,12,3,Medium,59.42,2.99,2,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,5,June-12-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-12,1,2018-06-12,Weekday,68,104,3,High,0,0,30,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,11,June-18-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-18,1,2018-06-18,Weekday,68,104,3,Low,0,0,24,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,11,June-23-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,104,3,Low,0,0,24,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,2,June-24-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-24,1,2018-06-24,Weekend_holiday,33,104,3,High,0,0,30,10890,2018,Buses,0
Carver County,Dakota Rail Regional Trail,1,June-27-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-27,1,2018-06-27,Weekday,68,104,3,Medium,0,0,24,11424,2018,Buses,0
Carver County,Dakota Rail Regional Trail,10,June-28-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-28,1,2018-06-28,Weekday,68,104,3,High,0,0,30,26520,2018,Buses,0
Carver County,Dakota Rail Regional Trail,6,June-30-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-06-30,1,2018-06-30,Weekend_holiday,33,104,3,Medium,0,0,24,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,8,July-4-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-04,1,2018-07-04,Weekend_holiday,33,104,3,High,0,0,30,12870,2018,Buses,0
Carver County,Dakota Rail Regional Trail,5,July-14-2018,12:00-2:00 PM,No,July 7.  12 -2pm,12:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,104,3,High,0,0,30,4950,2018,Buses,0
Carver County,Dakota Rail Regional Trail,3,July-22-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-22,2,2018-07-22,Weekend_holiday,33,104,3,Low,0,0,24,792,2018,Buses,0
Carver County,Dakota Rail Regional Trail,3,July-27-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-27,2,2018-07-27,Weekday,68,104,3,Low,0,0,24,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,5,July-28-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,104,3,High,0,0,30,990,2018,Buses,0
Carver County,Dakota Rail Regional Trail,8,July-30-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-30,2,2018-07-30,Weekday,68,104,3,High,0,0,30,42840,2018,Buses,0
Carver County,Dakota Rail Regional Trail,8,August-11-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,104,3,High,0,0,30,6930,2018,Buses,0
Carver County,Dakota Rail Regional Trail,12,August-25-2018,8:00-10:00 AM,No,August 18.  8-10am,08:00 AM,2018-08-25,2,2018-08-25,Weekend_holiday,33,104,3,Medium,0,0,24,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,6,August-30-2018,8:00-10:00 AM,No,August 23. 8-10am,08:00 AM,2018-08-30,2,2018-08-30,Weekday,68,104,3,Medium,0,0,24,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,10,August-27-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-27,2,2018-08-27,Weekday,68,104,3,High,0,0,30,0,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,July-2-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-02,1,2018-07-02,Weekday,68,13,3,High,59.42,2.99,4,36597.600000000006,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,July-26-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-26,2,2018-07-26,Weekday,68,13,3,High,59.42,2.99,4,78888.16,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,2,August-17-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-17,2,2018-08-17,Weekday,68,13,3,Low,59.42,2.99,12,4896,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,2,August-18-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,13,3,Low,59.42,2.99,12,5940,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,August-25-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-25,2,2018-08-25,Weekend_holiday,33,13,3,High,59.42,2.99,4,29206.320000000003,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,August-31-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-31,2,2018-08-31,Weekday,68,13,3,High,59.42,2.99,4,29278.080000000005,2018,Buses,0
Carver County,Lake Minnewashta Regional Park,1,September-3-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-09-03,2,2018-09-03,Weekend_holiday,33,13,3,Medium,59.42,2.99,2,5328.18,2018,Buses,0
Carver County,Lake Waconia Regional Park,3,August-26-2018,4:00-6:00 PM,No,8/19 4-6,04:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,14,3,Low,59.42,2.99,6,0,2018,Buses,0
Carver County,Baylor Regional Park,1,August-26-2018,8:00-10:00 AM,No,8/19 8-10,08:00 AM,2018-08-26,2,2018-08-26,Weekend_holiday,33,12,3,Medium,59.42,2.99,2,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,12,August-25-2018,8:00-10:00 AM,No,8/18 8-10,08:00 AM,2018-08-25,2,2018-08-25,Weekend_holiday,33,104,3,Medium,0,0,24,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,6,August-9-2018,8:00-10:00 AM,No,8/23 8-10,08:00 AM,2018-08-09,2,2018-08-09,Weekday,68,104,3,Medium,0,0,24,0,2018,Buses,0
Carver County,Dakota Rail Regional Trail,5,July-14-2018,12:00-2:00 PM,No,7-7-18 12-2,12:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,104,3,High,0,0,30,4950,2018,Buses,0
Dakota County,Minnesota River Greenway Regional Trail,1,June-18-2018,10:00-12:00 PM,No,"6-25-18, 10-12pm",10:00 AM,2018-06-18,1,2018-06-18,Weekday,68,124,4,Medium,0,0,4,3536,2018,Buses,0
Dakota County,Lebanon Hills Regional Park,9,June-18-2018,10:00-12:00 PM,No,"6-25-18, 10-12pm",10:00 AM,2018-06-18,1,2018-06-18,Weekday,68,17,4,Low,60,2.69,20,0,2018,Buses,0
Dakota County,Spring Lake Park Reserve,2,June-18-2018,8:00-10:00 AM,No,"6-25-18, 8-10am",08:00 AM,2018-06-18,1,2018-06-18,Weekday,68,20,4,Medium,60,2.69,8,32640,2018,Buses,1
Dakota County,Big Rivers Regional Trail,3,June-17-2018,6:00-8:00 PM,No,"6-24-18, 6-8pm",06:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,15,4,High,1,1.62,16,528,2018,Buses,0
Dakota County,Minnesota River Greenway Regional Trail,1,June-17-2018,2:00-4:00 PM,No,"6-24-18, 2-4pm",02:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,124,4,High,0,0,5,1650,2018,Buses,0
Dakota County,Big Rivers Regional Trail,2,June-16-2018,6:00-8:00 PM,No,"6-23-18, 6-8pm",06:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,15,4,High,1,1.62,16,4752,2018,Buses,0
Dakota County,Spring Lake Park Reserve,1,June-16-2018,4:00-6:00 PM,No,"6-23-18, 4-6pm",04:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,20,4,High,60,2.69,4,6036.36,2018,Buses,0
Dakota County,River to River Greenway Regional Trail,19,June-14-2018,6:00-8:00 PM,No,"6-21-18, 6-8pm",06:00 PM,2018-06-14,1,2018-06-14,Weekday,68,95,4,High,0,0,16,10880,2018,Buses,0
Dakota County,Mississippi River Regional Trail,12,June-14-2018,4:00-6:00 PM,No,"6-21-18, 4-6pm",04:00 PM,2018-06-14,1,2018-06-14,Weekday,68,19,4,Medium,0,0,30,61200,2018,Buses,0
Dakota County,Minnesota River Greenway Regional Trail,1,June-17-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,124,4,High,0,0,5,7260,2018,Buses,0
Dakota County,River to River Greenway Regional Trail,19,June-16-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,95,4,Medium,0,0,31,0,2018,Buses,0
Dakota County,Mississippi River Regional Trail,11,June-9-2018,10:00-12:00 PM,No,"6-16-18, 10-12pm",10:00 AM,2018-06-09,1,2018-06-09,Weekend_holiday,33,19,4,Medium,0,0,30,5940,2018,Buses,0
Dakota County,River to River Greenway Regional Trail,1,June-15-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-06-15,1,2018-06-15,Weekday,68,95,4,High,0,0,16,1088,2018,Buses,0
Dakota County,Mississippi River Regional Trail,2,June-15-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-15,1,2018-06-15,Weekday,68,19,4,High,0,0,17,8092,2018,Buses,0
Dakota County,Whitetail Woods Regional Park,1,June-13-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-13,1,2018-06-13,Weekday,68,118,4,Medium,60,2.69,7,6073.759999999999,2018,Buses,0
Dakota County,Big Rivers Regional Trail,2,June-12-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-06-12,1,2018-06-12,Weekday,68,15,4,High,1,1.62,16,44608,2018,Buses,0
Dakota County,Miesville Ravine Park Reserve,1,June-12-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-12,1,2018-06-12,Weekday,68,18,4,Medium,25,2.69,3,1097.52,2018,Buses,0
Dakota County,Lake Byllesby Regional Park,1,June-12-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-12,1,2018-06-12,Weekday,68,16,4,Medium,60,2.69,8,18985.6,2018,Buses,0
Dakota County,Whitetail Woods Regional Park,1,June-4-2018,6:00-8:00 PM,No,"6-11-18, 6-8pm",06:00 PM,2018-06-04,1,2018-06-04,Weekday,68,118,4,High,60,2.69,5,31096.399999999998,2018,Buses,0
Dakota County,River to River Greenway Regional Trail,1,June-16-2018,2:00-4:00 PM,No,"6-9-18, 2-4pm",02:00 PM,2018-06-16,1,2018-06-16,Weekend_holiday,33,95,4,High,0,0,16,1056,2018,Buses,0
Dakota County,Whitetail Woods Regional Park,1,June-9-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-09,1,2018-06-09,Weekend_holiday,33,118,4,High,60,2.69,5,11983.95,2018,Buses,0
