Year,Park,agency,Entrance,totalsum,samclass,daytype,totalall,Biker,Pedskat,Vehicle,Bus,Horse,Boat,orgstart,gooddate,half,expfact,new2008ppv,newppb,day#s,carpeop,buspeop
2014,63,7,2,95104.8,1,2,93.24,22,15,19,0,0,0,1400,618,1,15,2.96,36,68,56.24,0
2015,63,7,3,1260,3,1,6,0,6,0,0,0,0,800,525,1,6,2.96,36,35,0,0
2015,63,7,3,6919.68,3,2,16.96,1,13,1,0,0,0,1600,610,1,6,2.96,36,68,2.96,0
2015,63,7,3,7735.68,3,2,18.96,0,16,1,0,0,0,1800,817,2,6,2.96,36,68,2.96,0
2015,63,7,4,10256.4,2,1,32.56,0,0,11,0,0,0,800,627,1,9,2.96,36,35,32.56,0
2015,63,7,3,15863.04,3,2,38.88,11,19,3,0,0,0,1600,824,2,6,2.96,36,68,8.88,0
2015,63,7,2,19559.52,2,2,31.96,14,15,1,0,0,0,1000,618,1,9,2.96,36,68,2.96,0
2015,63,7,2,24507,2,1,77.8,35,28,5,0,0,0,800,719,2,9,2.96,36,35,14.8,0
2015,63,7,1,31375.2,1,2,30.76,4,9,6,0,0,0,1200,729,2,15,2.96,36,68,17.76,0
2015,63,7,4,34188,1,1,65.12,0,0,22,0,0,0,1200,815,2,15,2.96,36,35,65.12,0
2015,63,7,4,38850,1,1,74,0,0,25,0,0,0,1000,802,2,15,2.96,36,35,74,0
2015,63,7,4,39249.6,1,2,38.48,0,0,13,0,0,0,1600,728,2,15,2.96,36,68,38.48,0
2015,63,7,4,40404,1,1,76.96,0,0,26,0,0,0,1400,711,1,15,2.96,36,35,76.96,0
2015,63,7,2,44627.04,2,2,72.92,31,36,2,0,0,0,1800,811,2,9,2.96,36,68,5.92,0
2015,63,7,4,48307.2,1,2,47.36,0,0,16,0,0,0,1400,615,1,15,2.96,36,68,47.36,0
2015,63,7,5,50652,1,1,96.48,28,30,13,0,0,0,1200,614,1,15,2.96,36,35,38.48,0
2015,63,7,4,54345.6,1,2,53.28,0,0,18,0,0,0,1000,605,1,15,2.96,36,68,53.28,0
2015,63,7,1,71610,1,1,136.4,63,29,15,0,0,0,1200,712,1,15,2.96,36,35,44.4,0
2016,63,7,3,2010,3,2,5,0,5,0,0,0,0,1400,531,1,6,2.96,36,67,0,0
2016,63,7,3,6312.24,3,1,31.88,2,21,3,0,0,0,1200,717,2,6,2.96,36,33,8.88,0
2016,63,7,2,9801,2,1,33,7,26,0,0,0,0,800,530,1,9,2.96,36,33,0,0
2016,63,7,2,10668.24,2,1,35.92,9,21,2,0,0,0,1000,731,2,9,2.96,36,33,5.92,0
2016,63,7,5,11385,1,1,23,10,13,0,0,0,0,1400,702,1,15,2.96,36,33,0,0
2016,63,7,5,21105,1,2,21,7,14,0,0,0,0,1600,802,2,15,2.96,36,67,0,0
2016,63,7,1,23581.8,1,1,47.64,5,16,9,0,0,0,1400,709,1,15,2.96,36,33,26.64,0
2016,63,7,1,31999.2,1,2,31.84,2,18,4,0,0,0,1000,719,2,15,2.96,36,67,11.84,0
2016,63,7,4,32722.8,1,2,32.56,0,0,11,0,0,0,1400,610,1,15,2.96,36,67,32.56,0
2016,63,7,3,42210,3,2,105,42,63,0,0,0,0,1000,727,2,6,2.96,36,67,0,0
2016,63,7,4,44622,1,2,44.4,0,0,15,0,0,0,1400,706,1,15,2.96,36,67,44.4,0
2016,63,7,4,47596.8,1,2,47.36,0,0,16,0,0,0,1800,720,2,15,2.96,36,67,47.36,0
2016,63,7,2,89694,1,1,181.2,65,57,20,0,0,0,1600,828,2,15,2.96,36,33,59.2,0
2016,63,7,1,138609.6,1,2,137.92,70,62,2,0,0,0,1400,711,1,15,2.96,36,67,5.92,0
2017,63,7,3,9901.26,3,2,24.63,11,7,3,0,0,0,1800,626,1,6,2.21,36,67,6.63,0
2017,63,7,2,16057.89,2,2,26.63,5,15,3,0,0,0,1000,731,2,9,2.21,36,67,6.63,0
2017,63,7,5,17085,1,2,17,2,15,0,0,0,0,1600,622,1,15,2.21,36,67,0,0
2017,63,7,2,17523,2,1,59,40,19,0,0,0,0,1000,701,1,9,2.21,36,33,0,0
2017,63,7,4,17768.4,1,2,17.68,0,0,8,0,0,0,1200,901,2,15,2.21,36,67,17.68,0
2017,63,7,4,18597.15,1,1,37.57,0,0,17,0,0,0,1800,903,2,15,2.21,36,33,37.57,0
2017,63,7,5,21285,1,1,43,26,17,0,0,0,0,1200,617,1,15,2.21,36,33,0,0
2017,63,7,5,27894.78,2,2,46.26,2,31,6,0,0,0,800,710,1,9,2.21,36,67,13.26,0
2017,63,6,1,34431.3,1,2,34.26,5,16,6,0,0,0,1400,614,1,15,2.21,36,67,13.26,0
2017,63,7,3,36263.7,3,1,183.15,63,87,15,0,0,0,1200,604,1,6,2.21,36,33,33.15,0
2017,63,7,2,40579.11,2,1,136.63,53,77,3,0,0,0,1800,806,2,9,2.21,36,33,6.63,0
2017,63,7,1,44109.45,1,2,43.89,1,23,9,0,0,0,1400,808,2,15,2.21,36,67,19.89,0
2017,63,7,1,99000,1,1,200,104,96,0,0,0,0,1600,624,1,15,2.21,36,33,0,0
2014,64,7,19,0,2,1,0,0,0,0,0,0,0,800,526,1,65,3.61,68.9,33,0,0
2014,64,7,6,15840,3,1,24,17,7,0,0,0,0,800,614,1,20,2.96,9,33,0,0
2014,64,7,18,30973.8,2,1,14.44,0,0,4,0,0,0,1800,615,1,65,3.61,68.9,33,14.44,0
2014,64,7,2,75583.2,3,1,114.52,32,47,12,0,0,0,1000,816,2,20,2.96,9,33,35.52,0
2014,64,7,24,108131.76,1,1,79.92,0,0,27,0,0,0,1200,824,2,41,2.96,9,33,79.92,0
2014,64,7,3,110500,2,2,25,9,16,0,0,0,0,1800,619,1,65,2.96,9,68,0,0
2014,64,7,13,127690.4,1,2,45.8,14,8,5,1,0,0,1200,527,1,41,2.96,9,68,14.8,9
2014,64,7,20,145130.7,2,1,67.66,41,5,6,0,0,0,800,817,2,65,3.61,68.9,33,21.66,0
2014,64,7,27,156190.32,1,1,115.44,0,0,39,0,0,0,1200,802,2,41,2.96,9,33,115.44,0
2014,64,7,14,161704,1,2,58,41,17,0,0,0,0,1400,625,1,41,3.61,68.9,68,0,0
2014,64,7,24,164492,1,2,59,59,0,0,0,0,0,1200,815,2,41,2.96,9,68,0,0
2014,64,7,9,167122.56,1,1,123.52,5,3,32,0,0,0,1200,622,1,41,3.61,68.9,33,115.52,0
2014,64,7,20,180244.35,2,1,84.03,0,1,23,0,0,0,1600,823,2,65,3.61,68.9,33,83.03,0
2014,64,7,18,372393.16,1,2,133.57,0,0,37,0,0,0,1400,530,1,41,3.61,68.9,68,133.57,0
2014,64,7,20,473039.96,1,2,169.67,0,0,47,0,0,0,1400,819,2,41,3.61,68.9,68,169.67,0
2014,64,7,20,1414576.8,2,2,320.04,62,27,64,0,0,0,800,825,2,65,3.61,68.9,68,231.04,0
2014,64,7,19,1822910.43,1,1,1347.31,358,11,271,0,0,0,1400,608,1,41,3.61,68.9,33,978.31,0
2015,64,7,6,68516,3,1,97.88,37,52,3,0,0,0,800,726,2,20,2.96,9,35,8.88,0
2015,64,7,6,73059.2,3,2,53.72,4,29,7,0,0,0,800,713,1,20,2.96,9,68,20.72,0
2015,64,7,6,75779.2,3,2,55.72,13,22,7,0,0,0,800,727,2,20,2.96,9,68,20.72,0
2015,64,7,17,77136.48,2,2,16.44,2,0,4,0,0,0,1600,714,1,69,3.61,68.9,68,14.44,0
2015,64,7,14,79695,2,1,33,3,30,0,0,0,0,800,530,1,69,3.61,68.9,35,0,0
2015,64,7,1,93800,3,1,134,22,112,0,0,0,0,1000,628,1,20,2.96,9,35,0,0
2015,64,7,21,119527.1,1,1,79.42,0,0,22,0,0,0,1000,703,1,43,3.61,68.9,35,79.42,0
2015,64,7,21,119527.1,1,1,79.42,0,0,22,0,0,0,1000,703,1,43,3.61,68.9,35,79.42,0
2015,64,7,13,208472.6,1,1,138.52,23,80,12,0,0,0,1200,628,1,43,2.96,9,35,35.52,0
2015,64,7,24,222740,1,1,148,0,0,50,0,0,0,1400,525,1,43,2.96,9,35,148,0
2015,64,7,1,236670,2,1,98,61,37,0,0,0,0,1800,905,2,69,2.96,9,35,0,0
2015,64,7,1,262752,2,2,56,31,25,0,0,0,0,1800,819,2,69,2.96,9,68,0,0
2015,64,7,9,401816.08,1,2,137.42,23,35,22,0,0,0,1400,728,2,43,3.61,68.9,68,79.42,0
2015,64,7,26,406786.88,1,2,139.12,0,0,47,0,0,0,1200,715,2,43,2.96,9,68,139.12,0
2015,64,7,27,412050.08,1,2,140.92,16,45,27,0,0,0,1200,611,1,43,2.96,9,68,79.92,0
2015,64,7,26,450179.04,1,2,153.96,3,0,51,0,0,0,1200,713,1,43,2.96,9,68,150.96,0
2015,64,7,9,480486.3,1,1,319.26,18,63,66,0,0,0,1400,907,2,43,3.61,68.9,35,238.26,0
2015,64,7,22,491205.48,2,2,104.69,0,0,29,0,0,0,1600,603,1,69,3.61,68.9,68,104.69,0
2015,64,7,17,626710.44,2,2,133.57,0,0,37,0,0,0,800,831,2,69,3.61,68.9,68,133.57,0
2015,64,7,17,677524.8,2,2,144.4,0,0,40,0,0,0,800,810,2,69,3.61,68.9,68,144.4,0
2015,64,7,17,677524.8,2,2,144.4,0,0,40,0,0,0,800,817,2,69,3.61,68.9,68,144.4,0
2015,64,7,2,765359.04,2,2,163.12,46,52,22,0,0,0,1200,817,2,69,2.96,9,68,65.12,0
2015,64,7,26,791000.48,1,2,270.52,4,0,87,1,0,0,1000,821,2,43,2.96,9,68,257.52,9
2015,64,7,23,914042.4,1,2,312.6,0,96,60,0,0,0,1600,615,1,43,3.61,68.9,68,216.6,0
2015,64,7,14,1026254.25,2,1,424.95,28,54,95,0,0,0,800,523,1,69,3.61,68.9,35,342.95,0
2016,64,7,6,0,3,2,0,0,0,0,0,0,0,800,601,1,20,2.96,9,67,0,0
2016,64,7,7,33500,3,2,25,12,13,0,0,0,0,1600,829,2,20,2.96,9,67,0,0
2016,64,7,6,46648.8,3,1,70.68,19,28,8,0,0,0,800,619,1,20,2.96,9,33,23.68,0
2016,64,7,19,93603.69,1,2,32.49,0,0,9,0,0,0,1400,621,1,43,3.61,68.9,67,32.49,0
2016,64,7,7,136936.8,3,1,207.48,82,87,13,0,0,0,1600,730,2,20,2.96,9,33,38.48,0
2016,64,7,27,149222.04,1,1,105.16,0,43,21,0,0,0,1400,605,1,43,2.96,9,33,62.16,0
2016,64,7,23,180839.34,2,1,79.42,0,0,22,0,0,0,1000,619,1,69,3.61,68.9,33,79.42,0
2016,64,7,8,287639.04,1,2,99.84,31,57,4,0,0,0,1200,608,1,43,2.96,9,67,11.84,0
2016,64,7,16,317600.58,1,1,223.82,0,0,62,0,0,0,1200,605,1,43,3.61,68.9,33,223.82,0
2016,64,7,23,332813.12,1,2,115.52,0,0,32,0,0,0,1400,823,2,43,3.61,68.9,67,115.52,0
2016,64,7,24,347938.8,1,1,245.2,89,97,20,0,0,0,1400,807,2,43,2.96,9,33,59.2,0
2016,64,7,26,365217,2,2,79,5,0,25,0,0,0,1600,627,1,69,2.96,9,67,74,0
2016,64,7,3,376433.64,2,1,165.32,3,29,42,1,0,0,1600,529,1,69,2.96,9,33,124.32,9
2016,64,7,22,416016.4,1,2,144.4,0,0,40,0,0,0,1400,602,1,43,3.61,68.9,67,144.4,0
2016,64,7,14,543477,1,1,383,129,254,0,0,0,0,1400,814,2,43,3.61,68.9,33,0,0
2016,64,7,18,643183.25,1,2,223.25,63,70,25,0,0,0,1400,819,2,43,3.61,68.9,67,90.25,0
2016,64,7,24,755872.92,2,1,331.96,32,45,1,28,0,0,1600,821,2,69,2.96,9,33,2.96,252
2016,64,7,23,809369.22,1,1,570.38,0,0,158,0,0,0,1400,626,1,43,3.61,68.9,33,570.38,0
2016,64,7,17,996854.81,1,2,346.01,103,95,41,0,0,0,1000,812,2,43,3.61,68.9,67,148.01,0
2017,64,7,20,0,1,1,0,0,0,0,0,0,0,1200,819,2,43,2.21,9,33,0,0
2017,64,7,5,13400,3,2,10,0,10,0,0,0,0,1800,802,2,20,2.21,9,67,0,0
2017,64,7,3,13869,2,2,3,0,3,0,0,0,0,1400,622,1,69,2.21,9,67,0,0
2017,64,7,17,14839.83,2,2,3.21,0,1,1,0,0,0,1600,822,2,69,2.21,9,67,2.21,0
2017,64,7,7,27060,3,1,41,11,30,0,0,0,0,1800,730,2,20,2.21,9,33,0,0
2017,64,7,8,28810,1,2,10,3,7,0,0,0,0,1200,816,2,43,2.21,9,67,0,0
2017,64,7,8,35782.02,1,2,12.42,1,7,2,0,0,0,1200,901,2,43,2.21,9,67,4.42,0
2017,64,7,17,37453,1,2,13,7,6,0,0,0,0,1200,718,2,43,2.21,9,67,0,0
2017,64,7,6,40200,3,2,30,12,18,0,0,0,0,1000,630,1,20,2.21,9,67,0,0
2017,64,7,20,100643.4,2,1,44.2,0,0,20,0,0,0,1600,904,2,69,2.21,9,33,44.2,0
2017,64,7,21,120973.19,1,2,41.99,0,0,19,0,0,0,1400,714,1,43,2.21,9,67,41.99,0
2017,64,7,22,147391.53,1,1,103.87,0,0,47,0,0,0,1000,820,2,43,2.21,9,33,103.87,0
2017,64,7,8,159509.79,1,1,112.41,4,62,21,0,0,0,1200,603,1,43,2.21,9,33,46.41,0
2017,64,7,9,337336.29,1,2,117.09,1,52,29,0,0,0,1200,719,2,43,2.21,9,67,64.09,0
2017,64,7,9,425004.69,1,1,299.51,110,121,31,0,0,0,1200,813,2,43,2.21,9,33,68.51,0
2017,64,7,18,1041659.19,2,1,457.47,0,0,207,0,0,0,1000,527,1,69,2.21,9,33,457.47,0
2014,65,7,8,9240,1,1,35,26,9,0,0,0,0,1200,823,2,8,2.95,36,33,0,0
2014,65,7,8,13600,1,2,25,21,4,0,0,0,0,1600,708,1,8,2.95,36,68,0,0
2014,65,7,8,13728,1,1,52,38,14,0,0,0,0,1200,726,2,8,2.95,36,33,0,0
2014,65,7,8,16368,1,1,62,28,34,0,0,0,0,1000,719,2,8,2.95,36,33,0,0
2014,65,7,2,16755.2,1,2,30.8,7,12,4,0,0,0,1000,612,1,8,2.95,36,68,11.8,0
2014,65,7,2,28987.2,1,1,109.8,30,9,24,0,0,0,1200,824,2,8,2.95,36,33,70.8,0
2014,65,7,1,30927.6,1,1,117.15,2,6,37,0,0,0,1600,621,1,8,2.95,36,33,109.15,0
2014,65,7,2,40708.8,1,1,154.2,38,10,36,0,0,0,1600,727,2,8,2.95,36,33,106.2,0
2014,65,7,1,44286,1,1,167.75,52,42,25,0,0,0,1400,629,1,8,2.95,36,33,73.75,0
2014,65,7,2,66993.6,1,2,123.15,29,44,17,0,0,0,1200,827,2,8,2.95,36,68,50.15,0
2014,65,7,2,78744,1,2,144.75,59,12,25,0,0,0,1400,714,1,8,2.95,36,68,73.75,0
2014,65,7,4,83160,3,1,120,20,100,0,0,0,0,1000,525,1,21,2.95,36,33,0,0
2014,65,7,1,88318.4,1,2,162.35,2,4,53,0,0,0,1200,613,1,8,2.95,36,68,156.35,0
2014,65,7,4,99174.6,3,2,69.45,17,20,11,0,0,0,1800,826,2,21,2.95,36,68,32.45,0
2014,65,7,1,134504,1,2,247.25,192,11,15,0,0,0,1200,618,1,8,2.95,36,68,44.25,0
2015,65,7,8,7588.8,1,2,13.95,5,6,1,0,0,0,1600,817,2,8,2.95,36,68,2.95,0
2015,65,7,8,8680,1,1,31,8,23,0,0,0,0,1000,627,1,8,2.95,36,35,0,0
2015,65,7,8,15232,1,2,28,2,26,0,0,0,0,1200,618,1,8,2.95,36,68,0,0
2015,65,7,2,23688,1,1,84.6,15,46,8,0,0,0,1200,711,1,8,2.95,36,35,23.6,0
2015,65,7,2,30627.2,1,2,56.3,3,12,14,0,0,0,1400,728,2,8,2.95,36,68,41.3,0
2015,65,7,1,30842,1,1,110.15,24,36,17,0,0,0,1200,802,2,8,2.95,36,35,50.15,0
2015,65,7,2,34398,1,1,122.85,61,53,3,0,0,0,1000,719,2,8,2.95,36,35,8.85,0
2015,65,7,2,37856,1,1,135.2,32,56,16,0,0,0,1400,719,2,8,2.95,36,35,47.2,0
2015,65,7,7,40983.6,3,2,28.7,5,6,6,0,0,0,1400,819,2,21,2.95,36,68,17.7,0
2015,65,7,2,44608,1,2,82,5,18,20,0,0,0,1400,729,2,8,2.95,36,68,59,0
2015,65,7,2,60547.2,1,2,111.3,21,49,14,0,0,0,1600,811,2,8,2.95,36,68,41.3,0
2015,65,7,2,61880,1,1,221,93,69,20,0,0,0,1400,621,1,8,2.95,36,35,59,0
2015,65,7,1,84646.4,1,2,155.6,33,40,28,0,0,0,1000,810,2,8,2.95,36,68,82.6,0
2015,65,7,4,90588.75,3,1,123.25,37,42,15,0,0,0,1200,719,2,21,2.95,36,35,44.25,0
2016,65,7,8,12130.8,1,1,45.95,7,36,1,0,0,0,1400,530,1,8,2.95,36,33,2.95,0
2016,65,7,1,17014.8,1,1,64.45,11,21,11,0,0,0,1200,716,2,8,2.95,36,33,32.45,0
2016,65,7,8,18224,1,2,34,20,14,0,0,0,0,1600,706,1,8,2.95,36,67,0,0
2016,65,7,1,27720,1,1,105,48,57,0,0,0,0,1200,731,2,8,2.95,36,33,0,0
2016,65,7,2,35912,1,2,67,24,43,0,0,0,0,1600,610,1,8,2.95,36,67,0,0
2016,65,7,1,45262.8,1,1,171.45,14,7,51,0,0,0,1600,704,1,8,2.95,36,33,150.45,0
2016,65,7,1,49203,2,1,213,73,81,20,0,0,0,1800,717,2,7,2.95,36,33,59,0
2016,65,7,2,54753.6,1,1,207.4,30,83,32,0,0,0,1200,702,1,8,2.95,36,33,94.4,0
2016,65,7,1,62502,1,1,236.75,91,72,25,0,0,0,1000,828,2,8,2.95,36,33,73.75,0
2016,65,7,1,64420.5,3,2,64.1,3,8,18,0,0,0,800,818,2,15,2.95,36,67,53.1,0
2016,65,7,7,78952.5,3,1,159.5,77,53,10,0,0,0,1200,724,2,15,2.95,36,33,29.5,0
2016,65,7,1,96560.4,1,2,180.15,18,53,37,0,0,0,1200,719,2,8,2.95,36,67,109.15,0
2016,65,7,2,99964,1,2,186.5,20,78,30,0,0,0,1400,802,2,8,2.95,36,67,88.5,0
2016,65,7,1,117757.2,1,1,446.05,18,5,119,2,0,0,1600,709,1,8,2.95,36,33,351.05,72
2016,65,7,1,123950,1,2,231.25,10,0,75,0,0,0,1600,720,2,8,2.95,36,67,221.25,0
2017,65,7,8,21780,2,1,66,34,32,0,0,0,0,1200,701,1,10,2.21,36,33,0,0
2017,65,7,5,22110,2,1,67,55,12,0,0,0,0,1600,820,2,10,2.21,36,33,0,0
2017,65,7,2,23835.92,1,2,44.47,7,22,7,0,0,0,1200,901,2,8,2.21,36,67,15.47,0
2017,65,7,2,29024.4,1,2,54.15,1,20,15,0,0,0,1200,622,1,8,2.21,36,67,33.15,0
2017,65,7,1,38752.8,1,2,72.3,0,6,30,0,0,0,1200,601,1,8,2.21,36,67,66.3,0
2017,65,7,5,41540,2,2,62,22,40,0,0,0,0,1200,731,2,10,2.21,36,67,0,0
2017,65,7,2,62565.36,1,1,236.99,108,87,19,0,0,0,1400,617,1,8,2.21,36,33,41.99,0
2017,65,7,7,62712,3,2,39,33,6,0,0,0,0,1600,626,1,24,2.21,36,67,0,0
2017,65,7,1,65635.68,1,1,248.62,108,92,22,0,0,0,1400,826,2,8,2.21,36,33,48.62,0
2017,65,7,1,65691.12,1,1,248.83,107,91,23,0,0,0,1600,806,2,8,2.21,36,33,50.83,0
2017,65,7,1,66512.24,1,2,124.09,11,49,29,0,0,0,1400,810,2,8,2.21,36,67,64.09,0
2017,65,7,1,73653.36,1,1,278.99,117,120,19,0,0,0,1400,624,1,8,2.21,36,33,41.99,0
2017,65,7,1,87075.12,1,1,329.83,44,14,123,0,0,0,1600,903,2,8,2.21,36,33,271.83,0
2017,65,7,1,89944.8,2,1,272.56,90,103,36,0,0,0,1800,819,2,10,2.21,36,33,79.56,0
2017,65,7,1,121184.24,1,2,226.09,87,75,29,0,0,0,1400,615,1,8,2.21,36,67,64.09,0
2014,66,7,5,0,3,1,0,0,0,0,0,0,0,1600,608,1,10,2.96,64.18,33,0,0
2014,66,7,5,0,3,2,0,0,0,0,0,0,0,1000,619,1,10,2.96,64.18,68,0,0
2014,66,7,2,4740.96,1,2,9.96,6,1,1,0,0,0,1200,609,1,7,2.96,64.18,68,2.96,0
2014,66,7,2,6930,1,1,30,25,5,0,0,0,0,1400,629,1,7,2.96,64.18,33,0,0
2014,66,7,1,9849.84,2,1,42.64,3,13,9,0,0,0,1600,823,2,7,2.96,64.18,33,26.64,0
2014,66,7,2,13388.76,1,1,57.96,10,45,1,0,0,0,1400,526,1,7,2.96,64.18,33,2.96,0
2014,66,7,1,17954.72,1,2,37.72,6,11,7,0,0,0,1400,529,1,7,2.96,64.18,68,20.72,0
2014,66,7,1,18068.96,2,2,37.96,9,26,1,0,0,0,1000,826,2,7,2.96,64.18,68,2.96,0
2014,66,7,1,20971.2,3,2,30.84,6,13,4,0,0,0,800,818,2,10,2.96,64.18,68,11.84,0
2014,66,7,1,22276.8,1,2,46.8,11,21,5,0,0,0,1400,813,2,7,2.96,64.18,68,14.8,0
2014,66,7,2,23497.32,1,1,101.72,30,51,7,0,0,0,1200,831,2,7,2.96,64.18,33,20.72,0
2014,66,7,4,24245.76,2,1,104.96,13,15,26,0,0,0,1000,817,2,7,2.96,64.18,33,76.96,0
2014,66,7,1,28542.36,2,1,123.56,10,7,36,0,0,0,1600,614,1,7,2.96,64.18,33,106.56,0
2014,66,7,1,29930.88,2,2,62.88,38,16,3,0,0,0,1600,618,1,7,2.96,64.18,68,8.88,0
2014,66,7,4,34723.92,1,1,150.32,52,48,17,0,0,0,1400,704,1,7,2.96,64.18,33,50.32,0
2014,66,7,2,35033.6,1,2,73.6,17,27,10,0,0,0,1400,825,2,7,2.96,64.18,68,29.6,0
2014,66,7,4,49055.16,2,1,212.36,6,11,66,0,0,0,1800,726,2,7,2.96,64.18,33,195.36,0
2014,66,7,5,99184.8,3,1,300.56,65,55,61,0,0,0,1400,830,2,10,2.96,64.18,33,180.56,0
2015,66,7,5,1680,3,1,4,0,0,0,0,0,4,800,606,1,12,2.96,64.18,35,0,0
2015,66,7,5,3264,3,2,4,0,4,0,0,0,0,1000,619,1,12,2.96,64.18,68,0,0
2015,66,7,5,4080,3,2,5,0,0,0,0,0,5,1000,810,2,12,2.96,64.18,68,0,0
2015,66,7,3,16921.8,2,1,53.72,15,18,7,0,0,0,1000,830,2,9,2.96,64.18,35,20.72,0
2015,66,7,2,23084.64,1,2,37.72,8,9,7,0,0,0,1400,702,1,9,2.96,64.18,68,20.72,0
2015,66,7,1,24406.56,2,2,39.88,23,8,3,0,0,0,1600,825,2,9,2.96,64.18,68,8.88,0
2015,66,7,2,38115.36,1,2,62.28,5,4,18,0,0,0,1200,728,2,9,2.96,64.18,68,53.28,0
2015,66,7,3,49572,1,2,81,59,22,0,0,0,0,1400,623,1,9,2.96,64.18,68,0,0
2015,66,7,4,53865,1,1,171,35,50,25,0,0,12,1400,613,1,9,2.96,64.18,35,74,0
2015,66,7,2,55202.4,2,2,90.2,9,22,20,0,0,0,1600,710,1,9,2.96,64.18,68,59.2,0
2015,66,7,2,67197.6,1,2,109.8,20,1,30,0,0,0,1400,804,2,9,2.96,64.18,68,88.8,0
2015,66,7,4,81077.76,2,2,132.48,11,9,38,0,0,0,1800,831,2,9,2.96,64.18,68,112.48,0
2015,66,7,4,89303.04,1,2,145.92,10,55,27,0,0,1,1400,609,1,9,2.96,64.18,68,79.92,0
2016,66,7,5,0,3,2,0,0,0,0,0,0,0,1600,810,2,12,2.96,64.18,67,0,0
2016,66,7,3,1206,1,2,2,0,2,0,0,0,0,1400,801,2,9,2.96,64.18,67,0,0
2016,66,7,3,1485,1,1,5,0,5,0,0,0,0,1400,709,1,9,2.96,64.18,33,0,0
2016,66,7,5,2412,3,2,3,0,2,0,0,0,1,1600,620,1,12,2.96,64.18,67,0,0
2016,66,7,3,4752,2,1,16,1,15,0,0,0,0,1000,730,2,9,2.96,64.18,33,0,0
2016,66,7,5,5940,3,1,15,0,0,0,0,0,15,1800,611,1,12,2.96,64.18,33,0,0
2016,66,7,5,9504,3,1,24,0,24,0,0,0,0,1200,814,2,12,2.96,64.18,33,0,0
2016,66,7,1,12105.72,1,1,40.76,13,10,6,0,0,0,1200,717,2,9,2.96,64.18,33,17.76,0
2016,66,7,4,14065.92,2,1,47.36,0,0,16,0,0,0,1800,626,1,9,2.96,64.18,33,47.36,0
2016,66,7,4,17848.8,2,2,29.6,0,0,10,0,0,0,800,630,1,9,2.96,64.18,67,29.6,0
2016,66,7,1,17962.56,1,1,60.48,12,10,13,0,0,0,1200,625,1,9,2.96,64.18,33,38.48,0
2016,66,7,1,27430.92,1,1,92.36,16,29,16,0,0,0,1200,731,2,9,2.96,64.18,33,47.36,0
2016,66,7,4,27738,1,2,46,5,41,0,0,0,0,1200,531,1,9,2.96,64.18,67,0,0
2016,66,7,5,27878.4,3,1,70.4,3,23,15,0,0,0,1800,604,1,12,2.96,64.18,33,44.4,0
2016,66,7,4,42221.52,1,1,142.16,0,6,46,0,0,0,1600,723,2,9,2.96,64.18,33,136.16,0
2016,66,7,1,46792.8,1,2,77.6,13,35,10,0,0,0,1200,606,1,9,2.96,64.18,67,29.6,0
2016,66,7,4,47282.4,1,1,159.2,17,9,45,0,0,0,1400,618,1,9,2.96,64.18,33,133.2,0
2016,66,7,4,74458.44,1,2,123.48,9,2,38,0,0,0,1200,726,2,9,2.96,64.18,67,112.48,0
2016,66,7,1,75809.16,1,2,125.72,63,42,7,0,0,0,1400,715,2,9,2.96,64.18,67,20.72,0
2016,66,7,5,121404,2,2,151,80,71,0,0,0,0,1800,901,2,12,2.96,64.18,67,0,0
2017,66,7,5,804,3,2,1,0,0,0,0,0,1,1000,726,2,12,2.21,64.18,67,0,0
2017,66,7,2,14232.24,3,1,35.94,0,5,14,0,0,0,1800,904,2,12,2.21,64.18,33,30.94,0
2017,66,7,4,19296,1,2,32,8,24,0,0,0,0,1400,530,1,9,2.21,64.18,67,0,0
2017,66,7,3,22551.21,1,1,75.93,2,1,33,0,0,0,1200,603,1,9,2.21,64.18,33,72.93,0
2017,66,7,3,24333.21,2,1,81.93,5,4,33,0,0,0,1600,704,1,9,2.21,64.18,33,72.93,0
2017,66,7,3,33189.12,1,2,55.04,2,0,24,0,0,0,1400,811,2,9,2.21,64.18,67,53.04,0
2017,66,7,3,33792.12,1,2,56.04,2,1,24,0,0,0,1200,810,2,9,2.21,64.18,67,53.04,0
2017,66,7,2,54197.64,1,2,89.88,20,8,28,0,0,0,1200,728,2,9,2.21,64.18,67,61.88,0
2017,66,7,4,54351,1,1,183,82,101,0,0,0,0,1600,624,1,9,2.21,64.18,33,0,0
2017,66,7,1,56866.59,1,1,191.47,71,105,7,0,0,0,1200,611,1,9,2.21,64.18,33,15.47,0
2017,66,7,4,63936.09,1,2,106.03,9,2,43,0,0,0,1200,629,1,9,2.21,64.18,67,95.03,0
2017,66,7,4,70725.87,1,2,117.29,7,2,49,0,0,0,1200,627,1,9,2.21,64.18,67,108.29,0
2017,66,7,2,72986.76,3,1,184.31,70,90,11,0,0,0,1800,603,1,12,2.21,64.18,33,24.31,0
2017,66,7,2,75654.81,1,1,254.73,107,119,13,0,0,0,1200,820,2,9,2.21,64.18,33,28.73,0
2014,67,7,2,5313,2,1,23,8,15,0,0,0,0,1200,704,1,7,2.96,59.42,33,0,0
2014,67,7,2,8856.32,3,2,11.84,0,0,4,0,0,0,800,822,2,11,2.96,59.42,68,11.84,0
