Q29,Q1,Q15,Q17,Q17_1,Q21,Q19,Q26,Q27,Q28,Q18,Q22,Q23,Q24,Q26_1,Q27_1
What are your initials?,Agency Name,Park or Trail,Site Entrance Number,What month is it?,What day of the month is it?,What is the year?,Which timeslot best represents the time you will be onsite to conduct the count?,Is this a scheduled count? (was this count originally scheduled for the date and timeblock previously indicated?),"If not, when was it scheduled? Include date and time.","Bikes

Indicate total number of bikes, tricycles, unicycles, motorcycles. Count people, not the number of bikes. If there are 2 people on 1 bike, count it as 2.","Pedestrian/Skaters

Indicate total number of walkers, joggers, runners, baby strollers, skateboarders, inline and roller skaters, people in wheelchairs, etc.","Vehicles

Indicate total number of cars, vans, pickup trucks, and metro mobility van/buses.

Count the number of vehicles, not the number of people in them.","Buses

Indicate total number of charter, school, church group vehicles that hold more than 8 people. Be sure that the bus enters the park. Metro Transit buses on regular routes never enter parks and are NOT counted. 

Count the number of buses, not the number of people in them.","Horse Riders

Indicate total number of people on horses, not the number of horses. Two people on one horse =2 visits. Do not count mounted police or park patrols.","Boaters

Indicate total number of people arriving at the park by boat, not those towing a boat (that's counted in the vehicle category)."
JS,Three Rivers Park District,Clifton French Regional Park,1,June,14,2018,2:00-4:00 PM,Yes,NA,0,3,90,0,0,0
JS,Three Rivers Park District,Luce Line Regional Trail,11,June,14,2018,4:00-6:00 PM,Yes,NA,34,12,0,0,0,0
AS,Three Rivers Park District,Lake Independence Regional Trail,5,June,15,2018,8:00-10:00 AM,Yes,NA,10,0,0,0,0,0
JS,Three Rivers Park District,Cleary Lake Regional Park (Scott County),2,June,18,2018,6:00-8:00 PM,Yes,NA,2,0,0,0,0,0
JS,Three Rivers Park District,Cleary Lake Regional Park (Scott County),4,June,17,2018,6:00-8:00 PM,Yes,NA,0,6,0,0,0,0
JS,Three Rivers Park District,Murphy-Hanrehan Park Reserve (Scott County),7,June,9,2018,4:00-6:00 PM,Yes,NA,0,0,0,0,0,0
JS,Three Rivers Park District,Cleary Lake Regional Park (Scott County),2,June,9,2018,2:00-4:00 PM,Yes,NA,2,0,0,0,0,0
AB,Three Rivers Park District,Gale Woods Special Recreation Feature,1,June,5,2018,6:00-8:00 PM,Yes,NA,1,1,5,0,0,0
AB,Three Rivers Park District,Kingswood Special Recreation Feature,1,June,5,2018,4:00-6:00 PM,Yes,NA,0,0,0,0,0,0
AB,Three Rivers Park District,Hyland Lake Park Reserve,1,June,7,2018,10:00-12:00 PM,Yes,NA,3,0,120,4,0,0
AB,Three Rivers Park District,Nine Mile Creek Regional Trail,11,June,6,2018,12:00-2:00 PM,Yes,NA,3,5,0,0,0,0
TL,Three Rivers Park District,Twin Lakes Regional Trail,11,June,15,2018,12:00-2:00 PM,Yes,NA,0,9,0,0,0,0
TL,Three Rivers Park District,North Mississippi Regional Park,1,June,15,2018,10:00-12:00 PM,Yes,NA,6,0,3,0,0,0
NG,Three Rivers Park District,Lake Rebecca Park Reserve,1,June,11,2018,12:00-2:00 PM,Yes,NA,0,0,16,0,0,0
NG,Three Rivers Park District,Rush Creek Regional Trail,12,June,9,2018,4:00-6:00 PM,Yes,NA,2,2,0,0,0,0
NG,Three Rivers Park District,Elm Creek Park Reserve,5,June,9,2018,2:00-4:00 PM,Yes,NA,0,0,16,0,0,0
NG,Three Rivers Park District,Noerenberg Gardens Special Recreation Feature,1,June,8,2018,6:00-8:00 PM,Yes,NA,0,2,7,0,0,0
NG,Three Rivers Park District,Eagle Lake Regional Park,3,June,14,2018,4:00-6:00 PM,Yes,NA,0,2,14,0,0,0
NG,Three Rivers Park District,Bassett Creek Regional Trail,1,June,14,2018,6:00-8:00 PM,Yes,NA,6,13,0,0,0,0
DP,Three Rivers Park District,Luce Line Regional Trail,13,June,23,2018,10:00-12:00 PM,Yes,NA,3,9,0,0,0,0
JS,Three Rivers Park District,Cedar Lake LRT Regional Trail,1,June,15,2018,12:00-2:00 PM,Yes,NA,0,7,3,0,0,0
JS,Three Rivers Park District,Elm Creek Park Reserve,1,June,14,2018,10:00-12:00 PM,Yes,NA,0,0,147,7,0,0
JS,Three Rivers Park District,Rush Creek Regional Trail,9,June,14,2018,12:00-2:00 PM,Yes,NA,15,5,0,0,0,0
JS,Three Rivers Park District,Lake Independence Regional Trail,13,June,17,2018,2:00-4:00 PM,Yes,NA,0,0,0,0,0,0
JS,Three Rivers Park District,Crow-Hassan Park Reserve,2,June,21,2018,8:00-10:00 AM,Yes,NA,0,0,11,0,0,0
JS,Three Rivers Park District,Lake Rebecca Park Reserve,1,June,21,2018,10:00-12:00 PM,Yes,NA,0,0,50,2,0,0
JS,Three Rivers Park District,Elm Creek Park Reserve,2,June,22,2018,12:00-2:00 PM,Yes,NA,18,1,0,0,0,0
JS,Three Rivers Park District,Eagle Lake Regional Park,3,June,17,2018,12:00-2:00 PM,Yes,NA,0,1,11,0,0,0
JS,Three Rivers Park District,Clifton French Regional Park,1,June,18,2018,10:00-12:00 PM,Yes,NA,0,0,43,0,0,0
JS,Three Rivers Park District,Twin Lakes Regional Trail,11,June,21,2018,4:00-6:00 PM,Yes,NA,4,29,0,0,0,0
JS,Three Rivers Park District,North Mississippi Regional Park,2,June,21,2018,2:00-4:00 PM,Yes,NA,9,5,0,0,0,0
JS,Three Rivers Park District,Medicine Lake Regional Trail,54,June,24,2018,2:00-4:00 PM,Yes,NA,1,5,0,0,0,0
