Indicate total number of people arriving at the park by boat, not those towing a boat (that's counted in the vehicle category)."
"{""ImportId"":""startDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""endDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Chicago""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID29_TEXT""}","{""ImportId"":""QID1""}","{""ImportId"":""QID6""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID41""}","{""ImportId"":""QID43""}","{""ImportId"":""QID45""}","{""ImportId"":""QID26""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28_TEXT""}","{""ImportId"":""QID30_TEXT""}","{""ImportId"":""QID34_TEXT""}","{""ImportId"":""QID35_TEXT""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID38_TEXT""}","{""ImportId"":""QID39_TEXT""}"
6/5/2018 20:58,6/5/2018 21:00,Offline,66.41.128.169,100,0,TRUE,6/5/2018 21:00,R_7jyA3SVLo4JBbty,,,,,45.127198,-93.246404,,EN,Jm,Anoka County,Rice Creek West Regional Trail,1,June,5,2018,6:00-8:00 PM,Yes,,6,10,0,0,0,0
6/6/2018 16:58,6/6/2018 16:59,Offline,68.46.105.6,100,0,TRUE,6/6/2018 16:59,R_bcMc5xfmZyfYJSB,,,,,45.163918,-93.050916,,EN,Mc,Anoka County,Lake George Regional Park,4,June,6,2018,2:00-4:00 PM,Yes,,6,9,0,0,0,0
6/6/2018 16:55,6/6/2018 16:58,Offline,68.46.105.6,100,0,TRUE,6/6/2018 16:59,R_6bMbVWTdg6aGiZ5,,,,,45.163871,-93.050978,,EN,Mc,Anoka County,Rum River Central Regional Park,1,June,6,2018,12:00-2:00 PM,Yes,,0,1,16,0,0,0
6/8/2018 8:25,6/8/2018 8:26,Offline,63.226.190.68,100,0,TRUE,6/8/2018 8:26,R_jX5pkf9N6tdEcl0,,,,,45.111879,-93.294025,,EN,Mb,Anoka County,Rice Creek Chain of Lakes Park Reserve,12,June,1,2018,4:00-6:00 PM,Yes,,0,0,40,0,0,0
6/8/2018 8:16,6/8/2018 8:25,Offline,63.226.190.68,100,0,TRUE,6/8/2018 8:26,R_cB8vCfXpdjP0r8I,,,,,45.111827,-93.29413,,EN,Mb,Anoka County,Rice Creek North Regional Trail,3,June,1,2018,2:00-4:00 PM,Yes,,26,15,0,0,0,0
6/8/2018 8:32,6/8/2018 8:33,Offline,63.226.190.68,100,0,TRUE,6/8/2018 8:35,R_fvAQQ5uCSU3iXLu,,,,,45.112016,-93.294247,,EN,Mb,Anoka County,Rice Creek West Regional Trail,14,June,7,2018,2:00-4:00 PM,Yes,,2,1,0,0,0,0
6/8/2018 17:33,6/8/2018 17:34,Offline,66.41.128.169,100,0,TRUE,6/8/2018 17:34,R_3hufWyx5KKhfAG7,,,,,45.127076,-93.246328,,EN,Jm,Anoka County,Bunker Hills Regional Trail,2,June,8,2018,10:00-12:00 PM,Yes,,2,3,0,0,0,0
6/8/2018 17:32,6/8/2018 17:33,Offline,66.41.128.169,100,0,TRUE,6/8/2018 17:34,R_haa0fF5z9EWVoJQ,,,,,45.127076,-93.246328,,EN,Jm,Anoka County,East Anoka County Regional Trail,1,June,8,2018,8:00-10:00 AM,Yes,,5,2,0,0,0,0
6/9/2018 20:27,6/9/2018 20:28,Offline,66.41.128.169,100,0,TRUE,6/9/2018 20:29,R_9qr1NIcsO2nf1Xf,,,,,45.127025,-93.246236,,EN,Jm,Anoka County,Bunker Hills Regional Park,6,June,9,2018,6:00-8:00 PM,Yes,,0,2,0,0,0,0
6/9/2018 20:26,6/9/2018 20:27,Offline,66.41.128.169,100,0,TRUE,6/9/2018 20:29,R_bq2g0foECAdalBY,,,,,45.12699,-93.246224,,EN,Jm,Anoka County,Coon Creek Regional Trail,5,June,9,2018,4:00-6:00 PM,Yes,,0,0,0,0,0,0
6/9/2018 20:25,6/9/2018 20:26,Offline,66.41.128.169,100,0,TRUE,6/9/2018 20:29,R_8SEeSvdrSj9twmJ,,,,,45.127041,-93.246238,,EN,Jm,Anoka County,Coon Rapids Dam Regional Park,5,June,9,2018,8:00-10:00 AM,Yes,,0,5,0,0,0,0
6/10/2018 20:29,6/10/2018 20:31,Offline,66.41.128.169,100,0,TRUE,6/10/2018 20:31,R_lpVK8Xiul6fvPKJ,,,,,45.127145,-93.246306,,EN,Jm,Anoka County,Bunker Hills Regional Trail,3,June,10,2018,10:00-12:00 PM,Yes,,5,7,0,0,0,0
6/10/2018 20:28,6/10/2018 20:29,Offline,66.41.128.169,100,0,TRUE,6/10/2018 20:31,R_2dXljqBxlzcTlKe,,,,,45.126919,-93.246366,,EN,Jm,Anoka County,East Anoka County Regional Trail,4,June,10,2018,8:00-10:00 AM,Yes,,6,4,0,0,0,0
6/10/2018 20:27,6/10/2018 20:28,Offline,66.41.128.169,100,0,TRUE,6/10/2018 20:31,R_3mEDBHaF1XWL1OK,,,,,45.126919,-93.246366,,EN,Jm,Anoka County,Martin-Island-Linwood Regional Park,2,June,7,2018,6:00-8:00 PM,Yes,,0,0,14,0,0,0
6/11/2018 15:45,6/11/2018 15:47,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_2L9Yz7rNsTA7iSi,,,,,45.1116,-93.294303,,EN,Mb,Anoka County,Mississippi River Regional Trail,9,June,9,2018,10:00-12:00 PM,Yes,,9,5,0,0,0,0
6/11/2018 15:43,6/11/2018 15:44,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_dQlkDIN6DgqXRCU,,,,,45.111708,-93.29449,,EN,Mb,Anoka County,Central Anoka County Regional Trail,5,June,9,2018,4:00-6:00 PM,Yes,,0,0,0,0,0,0
6/11/2018 15:42,6/11/2018 15:43,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_n8JbdQR8pEoNCkz,,,,,45.111708,-93.294493,,EN,Mb,Anoka County,Rum River Regional Trail,4,June,9,2018,2:00-4:00 PM,Yes,,13,4,0,0,0,0
6/11/2018 15:41,6/11/2018 15:42,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_dMh84Yxzkek8gyv,,,,,45.111657,-93.294401,,EN,Mb,Anoka County,Bunker Hills Regional Park,1,June,8,2018,2:00-4:00 PM,Yes,,2,23,0,0,0,0
6/11/2018 15:40,6/11/2018 15:41,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_9BV2y0q8jmQdWxG,,,,,45.111657,-93.294401,,EN,Mb,Anoka County,Coon Creek Regional Trail,9,June,8,2018,12:00-2:00 PM,Yes,,7,9,0,0,0,0
6/11/2018 15:38,6/11/2018 15:39,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_lTpEJi4l7sEiUIZ,,,,,45.11174,-93.294214,,EN,Mb,Anoka County,Rum River Central Regional Park,1,June,9,2018,12:00-2:00 PM,Yes,,0,3,15,0,0,0
6/11/2018 15:36,6/11/2018 15:37,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_7HXHENfayRfa0LC,,,,,45.111529,-93.294255,,EN,Mb,Anoka County,Lake George Regional Park,1,June,9,2018,10:00-12:00 PM,Yes,,1,2,67,0,0,0
6/11/2018 15:35,6/11/2018 15:36,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_au7hkn7TrEwFhsn,,,,,45.111614,-93.294338,,EN,Mb,Anoka County,Mississippi River Regional Trail,9,June,11,2018,2:00-4:00 PM,Yes,,0,0,0,0,0,0
6/11/2018 15:33,6/11/2018 15:35,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_k19UqgrLRePsLrf,,,,,45.111628,-93.294585,,EN,Mb,Anoka County,Coon Rapids Dam Regional Park,3,June,11,2018,12:00-2:00 PM,Yes,,2,1,0,0,0,0
6/11/2018 15:32,6/11/2018 15:33,Offline,63.226.190.68,100,0,TRUE,6/11/2018 15:47,R_2TpIN28FaWq1XWQ,,,,,45.111593,-93.294302,,EN,Mb,Anoka County,Mississippi West Regional Park,1,June,11,2018,4:00-6:00 PM,Yes,,0,0,11,0,0,0
6/18/2018 12:18,6/18/2018 12:19,Offline,68.46.105.6,100,0,TRUE,6/18/2018 12:20,R_0qS8Tr8Booy1AXO,,,,,45.163999,-93.050931,,EN,Mc,Anoka County,Rice Creek West Regional Trail,4,June,15,2018,2:00-4:00 PM,Yes,,0,15,0,0,0,0
6/18/2018 12:16,6/18/2018 12:18,Offline,68.46.105.6,100,0,TRUE,6/18/2018 12:20,R_gma5NRtYKwKhAo4,,,,,45.163999,-93.050931,,EN,Mc,Anoka County,Martin-Island-Linwood Regional Park,3,June,15,2018,10:00-12:00 PM,Yes,,0,0,15,0,0,0
6/18/2018 12:14,6/18/2018 12:16,Offline,68.46.105.6,100,0,TRUE,6/18/2018 12:20,R_cqv60M366jkdJB4,,,,,45.164012,-93.050959,,EN,Mc,Anoka County,East Anoka County Regional Trail,6,June,16,2018,12:00-2:00 PM,Yes,,8,8,0,0,0,0
6/18/2018 12:13,6/18/2018 12:14,Offline,68.46.105.6,100,0,TRUE,6/18/2018 12:20,R_fNIg2EPwTEyHVs2,,,,,45.163962,-93.050927,,EN,Mc,Anoka County,Bunker Hills Regional Trail,2,June,16,2018,10:00-12:00 PM,Yes,,0,2,0,0,0,0
6/18/2018 12:11,6/18/2018 12:12,Offline,68.46.105.6,100,0,TRUE,6/18/2018 12:20,R_b8fYSsIQSzriLo4,,,,,45.164045,-93.050959,,EN,Rwc,Anoka County,Lake George Regional Park,4,June,16,2018,12:00-2:00 PM,Yes,,0,6,0,0,0,0
6/18/2018 12:10,6/18/2018 12:11,Offline,68.46.105.6,100,0,TRUE,6/18/2018 12:20,R_hLGFCUebk679end,,,,,45.16398,-93.050959,,EN,Rwc,Anoka County,Rum River Central Regional Park,1,June,16,2018,10:00-12:00 PM,Yes,,0,0,13,0,0,0
6/18/2018 12:01,6/18/2018 12:09,Offline,68.46.105.6,100,0,TRUE,6/18/2018 12:20,R_ib2D2DOrJGZLZL9,,,,,45.164055,-93.05104,,EN,Rwc,Anoka County,Bunker Hills Regional Trail,1,June,14,2018,4:00-6:00 PM,Yes,,50,120,0,0,0,0
6/18/2018 11:58,6/18/2018 12:01,Offline,68.46.105.6,100,0,TRUE,6/18/2018 12:20,R_gcu9wz3hTxRftzT,,,,,45.163909,-93.050981,,EN,Rwc,Anoka County,East Anoka County Regional Trail,4,June,14,2018,2:00-4:00 PM,Yes,,28,24,0,0,0,0
6/20/2018 14:22,6/20/2018 14:23,Offline,68.46.105.6,100,0,TRUE,6/20/2018 14:25,R_3QboJpf4rBLxJGa,,,,,45.164036,-93.050974,,EN,RWC,Anoka County,Coon Creek Regional Trail,2,June,20,2018,10:00-12:00 PM,Yes,,21,21,0,0,0,0
6/20/2018 14:20,6/20/2018 14:22,Offline,68.46.105.6,100,0,TRUE,6/20/2018 14:25,R_7WvyfkWuHGFnMox,,,,,45.164018,-93.0511,,EN,RWC,Anoka County,Bunker Hills Regional Park,6,June,20,2018,8:00-10:00 AM,Yes,,1,25,22,0,0,0
6/20/2018 14:19,6/20/2018 14:20,Offline,68.46.105.6,100,0,TRUE,6/20/2018 14:25,R_3WNBZENIqUeqZqX,,,,,45.16394,-93.050929,,EN,RWC,Anoka County,East Anoka County Regional Trail,3,June,18,2018,10:00-12:00 PM,Yes,,3,0,0,0,0,0
6/20/2018 14:14,6/20/2018 14:19,Offline,68.46.105.6,100,0,TRUE,6/20/2018 14:25,R_7X5RF5RbOUoOu1d,,,,,45.163949,-93.050951,,EN,RWC,Anoka County,Bunker Hills Regional Trail,3,June,18,2018,8:00-10:00 AM,Yes,,0,5,0,0,0,0
6/20/2018 14:12,6/20/2018 14:14,Offline,68.46.105.6,100,0,TRUE,6/20/2018 14:25,R_cKm4DrdoV7xbSfC,,,,,45.163946,-93.050876,,EN,MC,Anoka County,Coon Rapids Dam Regional Park,1,June,18,2018,6:00-8:00 PM,Yes,,36,43,71,0,0,0
6/20/2018 14:11,6/20/2018 14:12,Offline,68.46.105.6,100,0,TRUE,6/20/2018 14:25,R_0k0VXbsvMrR1AWc,,,,,45.163941,-93.050928,,EN,MC,Anoka County,Mississippi River Regional Trail,2,June,18,2018,4:00-6:00 PM,Yes,,2,37,0,0,0,0
6/20/2018 14:08,6/20/2018 14:09,Offline,68.46.105.6,100,0,TRUE,6/20/2018 14:25,R_eVew9Hao243BcST,,,,,45.164021,-93.050988,,EN,MC,Anoka County,East Anoka County Regional Trail,5,June,18,2018,2:00-4:00 PM,Yes,,11,14,0,0,0,0
6/20/2018 13:19,6/20/2018 14:08,Offline,68.46.105.6,100,0,TRUE,6/20/2018 14:25,R_gwaOQiIdr6d8ko0,,,,,45.163945,-93.050798,,EN,MC,Anoka County,Bunker Hills Regional Trail,4,June,18,2018,2:00-4:00 PM,Yes,,10,2,0,0,0,0
6/24/2018 14:40,6/24/2018 14:41,Offline,63.226.165.182,100,0,TRUE,6/24/2018 14:44,R_9OWyqi4zZ9lZBHL,,,,,45.111815,-93.294053,,EN,Mb,Anoka County,Coon Rapids Dam Regional Park,4,June,17,2018,2:00-4:00 PM,Yes,,58,37,0,0,0,0
6/24/2018 14:39,6/24/2018 14:40,Offline,63.226.165.182,100,0,TRUE,6/24/2018 14:44,R_jS6KScggoxCNTqY,,,,,45.111974,-93.293947,,EN,Mb,Anoka County,Mississippi River Regional Trail,5,June,17,2018,12:00-2:00 PM,Yes,,5,4,0,0,0,0
6/24/2018 14:38,6/24/2018 14:39,Offline,63.226.165.182,100,0,TRUE,6/24/2018 14:44,R_7HL0vF7S5HoyWh8,,,,,45.111814,-93.294029,,EN,Mb,Anoka County,Coon Rapids Dam Regional Park,4,June,14,2018,4:00-6:00 PM,Yes,,73,58,0,0,0,0
6/24/2018 14:37,6/24/2018 14:38,Offline,63.226.165.182,100,0,TRUE,6/24/2018 14:44,R_g4xYh3CI13SyreL,,,,,45.111814,-93.294029,,EN,Mb,Anoka County,Mississippi River Regional Trail,5,June,14,2018,2:00-4:00 PM,Yes,,7,4,0,0,0,0
6/24/2018 14:34,6/24/2018 14:35,Offline,63.226.165.182,100,0,TRUE,6/24/2018 14:44,R_iJBY8RMC7FdBUiD,,,,,45.111817,-93.294096,,EN,Mb,Anoka County,Rum River Central Regional Park,1,June,13,2018,10:00-12:00 PM,Yes,,4,1,13,0,0,0
6/24/2018 14:33,6/24/2018 14:34,Offline,63.226.165.182,100,0,TRUE,6/24/2018 14:44,R_bNlGAJf28DX3nUr,,,,,45.111889,-93.294088,,EN,Mb,Anoka County,Lake George Regional Park,3,June,13,2018,8:00-10:00 AM,Yes,,3,6,0,0,0,0
6/26/2018 8:33,6/26/2018 8:34,Offline,66.41.128.169,100,0,TRUE,6/26/2018 8:35,R_aWHuzfsbZ2XZisj,,,,,45.127055,-93.246142,,EN,Jm,Anoka County,Rice Creek Chain of Lakes Park Reserve,1,June,25,2018,2:00-4:00 PM,Yes,,8,1,4,0,0,0
6/26/2018 8:32,6/26/2018 8:33,Offline,66.41.128.169,100,0,TRUE,6/26/2018 8:35,R_me2pjrcbLFaXqCr,,,,,45.12699,-93.246109,,EN,Jm,Anoka County,Rice Creek North Regional Trail,3,June,25,2018,12:00-2:00 PM,Yes,,1,1,0,0,0,0
6/27/2018 12:09,6/27/2018 12:10,Offline,63.226.165.182,100,0,TRUE,6/27/2018 12:10,R_bidFtBkzBHYwPpX,,,,,45.111703,-93.294259,,EN,Mb,Anoka County,Rum River Regional Trail,5,June,18,2018,10:00-12:00 PM,Yes,,3,2,0,0,0,0
6/27/2018 12:08,6/27/2018 12:09,Offline,63.226.165.182,100,0,TRUE,6/27/2018 12:10,R_jpiDx1psyZ0vWIj,,,,,45.11169,-93.29418,,EN,Mb,Anoka County,Central Anoka County Regional Trail,4,June,18,2018,8:00-10:00 AM,Yes,,0,0,0,0,0,0
6/27/2018 12:06,6/27/2018 12:07,Offline,63.226.165.182,100,0,TRUE,6/27/2018 12:11,R_bzLQSYGjFOKUHcJ,,,,,45.11174,-93.294184,,EN,Mb,Anoka County,Coon Rapids Dam Regional Park,4,June,25,2018,8:00-10:00 AM,Yes,,29,49,0,0,0,0
6/27/2018 12:05,6/27/2018 12:06,Offline,63.226.165.182,100,0,TRUE,6/27/2018 12:11,R_asGbqmrwnNScDZe,,,,,45.11183,-93.294139,,EN,Mb,Anoka County,Rice Creek West Regional Trail,1,June,19,2018,10:00-12:00 PM,Yes,,3,5,0,0,0,0
6/27/2018 12:04,6/27/2018 12:05,Offline,63.226.165.182,100,0,TRUE,6/27/2018 12:11,R_mBvZrITVI6yynPU,,,,,45.111938,-93.294126,,EN,Mb,Anoka County,Rum River Central Regional Park,1,June,18,2018,4:00-6:00 PM,Yes,,1,4,12,0,0,0
6/27/2018 12:02,6/27/2018 12:04,Offline,63.226.165.182,100,0,TRUE,6/27/2018 12:11,R_bW5apXX6TljKu7e,,,,,45.111759,-93.294181,,EN,Mb,Anoka County,Lake George Regional Park,1,June,18,2018,4:00-6:00 PM,Yes,,1,9,57,0,0,0
6/27/2018 18:49,6/27/2018 18:50,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_7mDYyCwLMRA7n7H,,,,,45.164017,-93.050957,,EN,Mc,Anoka County,Rice Creek North Regional Trail,3,June,27,2018,4:00-6:00 PM,Yes,,17,16,0,0,0,0
6/27/2018 18:47,6/27/2018 18:49,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_3ZZo1k9NhXGjiEW,,,,,45.163939,-93.050885,,EN,Mc,Anoka County,Rice Creek Chain of Lakes Park Reserve,2,June,27,2018,2:00-4:00 PM,Yes,,0,32,19,0,0,0
6/27/2018 16:21,6/27/2018 16:23,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_hsaOY2AtqHK6uCu,,,,,45.164011,-93.051026,,EN,Rwc,Anoka County,Martin-Island-Linwood Regional Park,2,June,26,2018,12:00-2:00 PM,Yes,,0,0,9,0,0,0
6/27/2018 16:16,6/27/2018 16:21,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_1E3EPI3qQZEEWMZ,,,,,45.164015,-93.051008,,EN,Mc,Anoka County,Lake George Regional Park,1,June,24,2018,12:00-2:00 PM,Yes,,2,11,134,0,0,0
6/27/2018 16:14,6/27/2018 16:16,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_oyQ9toGWhXlPtOH,,,,,45.164016,-93.05104,,EN,Mc,Anoka County,Rum River Central Regional Park,1,June,24,2018,10:00-12:00 PM,Yes,,8,0,32,0,0,0
6/27/2018 16:09,6/27/2018 16:10,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_1Uu7JYx049t391u,,,,,45.164018,-93.05109,,EN,Mc,Anoka County,Mississippi West Regional Park,2,June,23,2018,4:00-6:00 PM,Yes,,8,1,0,0,0,0
6/27/2018 16:06,6/27/2018 16:07,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_hnCeOJn6agQkVFg,,,,,45.164017,-93.051098,,EN,Rwc,Anoka County,Coon Rapids Dam Regional Park,6,June,23,2018,10:00-12:00 PM,Yes,,44,17,0,0,0,0
6/27/2018 16:04,6/27/2018 16:06,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_27oXUQ021cx5nGJ,,,,,45.164022,-93.051043,,EN,Rwc,Anoka County,Mississippi River Regional Trail,3,June,23,2018,8:00-10:00 AM,Yes,,8,17,0,0,0,0
6/27/2018 15:51,6/27/2018 15:54,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_22QyDAtI2hYKt9R,,,,,45.163983,-93.051026,,EN,Rwc,Anoka County,Mississippi West Regional Park,1,June,22,2018,8:00-10:00 AM,Yes,,0,1,1,0,0,0
6/27/2018 15:49,6/27/2018 15:51,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_6R6lGor4k2xlkfS,,,,,45.16396,-93.050978,,EN,Rwc,Anoka County,Rice Creek North Regional Trail,6,June,22,2018,10:00-12:00 PM,Yes,,15,21,0,0,0,0
6/27/2018 15:48,6/27/2018 15:49,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_fF5bbisbm61LpXM,,,,,45.164021,-93.051074,,EN,Rwc,Anoka County,Rice Creek Chain of Lakes Park Reserve,10,June,22,2018,8:00-10:00 AM,Yes,,8,14,0,0,0,0
6/27/2018 15:42,6/27/2018 15:44,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_akpXH84q7UM2uj7,,,,,45.164,-93.051019,,EN,Mc,Anoka County,Martin-Island-Linwood Regional Park,4,June,21,2018,4:00-6:00 PM,Yes,,0,5,13,0,0,0
6/27/2018 15:41,6/27/2018 15:42,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_oHxmaBWKioM1BOS,,,,,45.164,-93.051019,,EN,Rwc,Anoka County,Central Anoka County Regional Trail,3,June,21,2018,4:00-6:00 PM,Yes,,19,24,0,0,0,0
6/27/2018 15:39,6/27/2018 15:41,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_8X3jQ1qoIlH5HcS,,,,,45.163881,-93.050909,,EN,Rwc,Anoka County,Rum River Regional Trail,4,June,21,2018,2:00-4:00 PM,Yes,,19,90,0,0,0,0
6/27/2018 15:34,6/27/2018 15:39,Offline,68.46.105.6,100,0,TRUE,6/27/2018 18:56,R_gE6NyIRZIx61G6u,,,,,45.164024,-93.050993,,EN,Rwc,Anoka County,Mississippi West Regional Park,1,June,21,2018,12:00-2:00 PM,Yes,,0,6,0,0,0,0
6/28/2018 20:37,6/28/2018 20:38,Offline,66.41.128.169,100,0,TRUE,6/28/2018 20:40,R_ich10alPxcktNmO,,,,,45.127019,-93.246207,,EN,Jm,Anoka County,Coon Rapids Dam Regional Park,6,June,28,2018,4:00-6:00 PM,Yes,,1,4,0,0,0,0
